up ... up ... up ... up ... up ... up . do n't say anything , marge . let 's just go to bed . i 'm on the biggest roll of my life .	Homer Simpson
mmm ... hors doovers .	Homer Simpson
homer ! you promised !	Marge Simpson
i promised i would n't eat ? never ! you lie !	Homer Simpson
homer , please . we 've never thrown a party . now we 're gon na pay back all the friends who 've invited us to their homes .	Marge Simpson
but mom , i want to hear the witty banter of sophisticated adults .	Lisa Simpson
yeah , you ca n't have any fun in bed .	Bart Simpson
oh son , when you 're older , you 'll know better .	Homer Simpson
hmmm . oh , baby ! mmmm . yeah .	Homer Simpson
oh ! they 're here ! how does everything look ?	Marge Simpson
how do i look ?	Homer Simpson
do we have enough glasses ?	Marge Simpson
do we have enough gag ice cubs ?	Homer Simpson
homer ! homer ! put a record on !	Marge Simpson
what are all our friends names again ?	Homer Simpson
children ! go !	Marge Simpson
why not ? i paid for it .	Homer Simpson
hey , flanders , next time why do n't you put a little alcohol in it ?	Homer Simpson
really ? well i do have a warm sense of well-being and i seem to be ssslurring my shpeech ... you 're right ! give me another .	Homer Simpson
now , homer , go easy on the al-ky-hol . remember last year at the winfield 's party when you threw up in the laundry hamper ?	Marge Simpson
no .	Homer Simpson
oh , dr. hibbert . enjoying the party ?	Homer Simpson
it was me ! you fell for it !	Homer Simpson
please dad .	Bart Simpson
you should see the look on your face . it 's priceless .	Homer Simpson
bart ! come over here .	Homer Simpson
what ?	Bart Simpson
you little monkey ... you 're a little monkey , are n't you ?	Homer Simpson
yes sir .	Bart Simpson
bart , do that thing you do that 's so cute .	Homer Simpson
what ?	Bart Simpson
that thing you know how to do .	Homer Simpson
what ?	Bart Simpson
go to bed .	Homer Simpson
hey , everybody ! look , i 'm the funniest guy in the world !	Homer Simpson
i 've been wantin ' to tell you off for years , but i 've never had the nerve .	Homer Simpson
you stink ! you and your whole lousy operation stinks ! i quit !	Homer Simpson
all right then .	Homer Simpson
could you ... give me a handful of peanuts ... maude ?	Homer Simpson
not those peanuts . the ones at the bottom .	Homer Simpson
i must apologize for my husband .	Marge Simpson
hmmm . thank you . i will , dr. hibbert . thanks for coming .	Marge Simpson
i have never been so embarrassed in my life .	Marge Simpson
why ? what 'd you do ?	Homer Simpson
marge !	Homer Simpson
come here !	Marge Simpson
where-where are we going ?	Homer Simpson
shhh .	Marge Simpson
i want to make sure the kids do n't hear . when i was young , i always hated knowing my parents were fighting .	Marge Simpson
they 're fighting in the car again .	Bart Simpson
that music always sends a chill down my spine .	Lisa Simpson
homer , do you remember the way you acted at the party last night ?	Marge Simpson
the way i acted ?	Homer Simpson
so i said : i must get out of these wet clothes and into a dry martini .	Homer Simpson
i put it there .	Homer Simpson
i slipped it into your glass as a gag .	Homer Simpson
homer , i like to think that i 'm a patient , tolerant woman , and that there was no line you could cross that could make me stop loving you . but last night , you did n't just cross that line , you threw up on it !	Marge Simpson
i 'm sorry , honey . ca n't we just forget it and go to church .	Homer Simpson
i 'm going to church alone today . you 're going to stay here and explain to bart why you scarred him for life .	Marge Simpson
no , i did n't ... i ... oh , you mean inside , do n't you ?	Homer Simpson
about last night ... you might have noticed daddy acting a little strange and you probably do n't understand why .	Homer Simpson
i understand why . you were wasted .	Bart Simpson
i admit it . i did n't know when to say when . i 'm sorry it happened and i just hope you did n't lose a lot of respect for me .	Homer Simpson
dad , i have as much respect for you as i ever did or ever will .	Bart Simpson
aw .	Homer Simpson
marge , marge .	Homer Simpson
sorry , reverend .	Homer Simpson
hmmmm .	Homer Simpson
oh , well , it 's very tempting . really a wonderful idea .	Homer Simpson
marge ! what are you doing ? are you insane ? !	Homer Simpson
we 'll be there !	Marge Simpson
marriage encounter weekend , here i come !	Homer Simpson
now you wan na go ?	Bart Simpson
they 're holding it at catfish lake . they could n't call it catfish lake if it did n't have a catfish in it .	Homer Simpson
we 're going to this retreat to give our marriage a tune-up and that 's all . no fishing .	Marge Simpson
oh , that must be the babysitter .	Marge Simpson
hello . i 'm mrs. simpson .	Marge Simpson
come back for more , eh ?	Bart Simpson
oh my . where are we supposed to get a sitter on such short notice ?	Marge Simpson
oh dear . if we ca n't find a babysitter , we ca n't go . what a kick in the teeth .	Homer Simpson
what do you need a babysitter for ? i 'm almost ten and a half .	Bart Simpson
mom ! you would n't dare .	Lisa Simpson
do n't take that tone with me , young lady , or i 'll give you a taste of the back of me hand .	Bart Simpson
no , you do n't !	Homer Simpson
grampa ?	Marge Simpson
grampa , could you do something ?	Marge Simpson
well , i was wondering . do you think you could babysit the kids this weekend ? i would n't ask , except i 'm desperate .	Marge Simpson
marge , just puttin ' a few last things in the trunk .	Homer Simpson
now , if maggie runs a fever , you call this number . if she sticks her finger in an electrical socket , call this number . and if she drinks pine cleanser , call this ...	Marge Simpson
all right . all right . goodbye , children . and behave yourselves .	Marge Simpson
call this number if grampa falls in the bathtub .	Marge Simpson
grampa , mom was in such a hurry , she forgot to give you this . it 's a list of the things lisa and i can and ca n't do .	Bart Simpson
hmmm , bait .	Homer Simpson
whoa , better get some gas .	Homer Simpson
fill 'er up . i guess i 'll go and stretch my legs .	Homer Simpson
catfish lake .	Homer Simpson
wait , wait a minute ... wait a minute . who 's general sherman ?	Homer Simpson
oh yeah .	Homer Simpson
whoa , who says that ?	Homer Simpson
oh .	Homer Simpson
hmmmm . gentlemen : i am going to catch general sherman !	Homer Simpson
after the supermarket , we 'll go to the video store , grab a krusty burger and head for the arcade .	Bart Simpson
bart , grampa 's a kindly old man who trusts us . are you sure it 's right to take advantage of him ?	Lisa Simpson
lis , in these crazy , topsy-turvy times , who 's to say what 's right or wrong ? but right now my gut 's telling me ... bleed gramps dry .	Bart Simpson
hello , reverend . we 're glad we could come . oh , hello helen .	Marge Simpson
none of your business , flanders .	Homer Simpson
uh say ... uh ... reverend ... are we gon na get a chance to do any fishing ?	Homer Simpson
oh .	Homer Simpson
i see . i also understand bowling expressions .	Homer Simpson
lucky you do n't keep guns in the house .	Homer Simpson
ohhh , because i got drunk and looked down her dress .	Homer Simpson
she 's perfect .	Homer Simpson
well , sometimes that can be annoying .	Homer Simpson
oh , homer .	Marge Simpson
i 'm done .	Homer Simpson
well , it 's not that i do n't love the guy . i 'm always sticking up for him . it 's just that he 's so self-centered .	Marge Simpson
he forgets birthdays , anniversaries , holidays -- both religious and secular -- he chews with his mouth open , he gambles , he hangs out at a seedy bar with bums and lowlifes ...	Marge Simpson
it 's true . it 's all true .	Homer Simpson
sorry .	Homer Simpson
he blows his nose on the towels , and puts them back in the middle ...	Marge Simpson
i only did that a couple of times .	Homer Simpson
half a gallon of chocolate .	Lisa Simpson
check .	Bart Simpson
half a gallon of chocolate brownie fudge .	Lisa Simpson
check .	Bart Simpson
half a gallon of chocolate , chocolate , chocolate , chocolate chip .	Lisa Simpson
check .	Bart Simpson
grampa , what a question ?	Lisa Simpson
what 's next , lis ?	Bart Simpson
sprinkles and syrup .	Lisa Simpson
hey , grampa . aisle six and step on it .	Bart Simpson
... he drinks out of the carton . he never changes the baby . when he goes to sleep , he makes chewing noises and when he wakes up he makes honking noises . oh ... oh ... and he scratches himself with his keys . i guess that 's it . oh no . wait . he kicks me in his sleep and his toenails are too long and yellow . that 's all i can think of right now . i guess you 're all tired and i want to thank you for letting me get some things off my chest .	Marge Simpson
yeah , you should go to bed , grampa . we 've had a big day .	Bart Simpson
it 's no use kidding myself . i 'm having an ethical crisis .	Lisa Simpson
out at five , catch general sherman at five-thirty , clean him at six , eat him at six-thirty , back in bed by seven with no incriminating evidence . . the perfect crime .	Homer Simpson
homer , you 're sneaking out to go fishing ? i ca n't believe your selfishness . you can go fishing anytime , but we 're here trying to save our marriage . you 're thinking about fishing , even when i 'm talking ... right now . right ?	Marge Simpson
would this be a good time to be honest ?	Homer Simpson
yes .	Marge Simpson
you 're right , i am . help me , marge . what do i do to be a good guy ?	Homer Simpson
get back in bed .	Marge Simpson
no .	Homer Simpson
all right . but i ca n't sleep . can i take a walk ?	Homer Simpson
sure .	Marge Simpson
got ta be a good husband ... got ta be a good husband ... got ta be a good husband .	Homer Simpson
hey , kid ! you forgot your ... whoa !	Homer Simpson
go ahead , general sherman ! waste your strength , you big ugly catfish . i got ta skillet and a stick of butter with your name on it .	Homer Simpson
homer ?	Marge Simpson
yes . ten please .	Lisa Simpson
hey grampa , top me off .	Bart Simpson
for the last time , yes !	Bart Simpson
good ! give up !	Homer Simpson
huh ?	Homer Simpson
hey , milhouse . big blowout at casa de simpson . the only adult is frail and old .	Bart Simpson
do i have to do this ?	Marge Simpson
okay , fish , you 're probably wondering why i 'm still here . catching you will make me the most famous fisherman there is , right up there with ... that ... the a ... bald guy on that cable fishing show .	Homer Simpson
whoa ! holy mackerel !	Homer Simpson
milhouse , good to see you , pal . what 's happening , man ?	Bart Simpson
not yet , but the afternoon is young .	Bart Simpson
lisa , what 's wrong ?	Bart Simpson
is n't it obvious ? we 've degraded ourselves and set back the children 's rights movement for decades to come .	Lisa Simpson
you 're great at a party , lisa . really great .	Bart Simpson
i love you , but i must kill you .	Homer Simpson
yeah , take care , man . hey , thanks for coming . hey , nice tie , nelson..	Bart Simpson
lisa , i have this strong unpleasant feeling i 've never had before .	Bart Simpson
it 's called remorse , you vile burlesque of irrepressible youth .	Lisa Simpson
well , how do you make this feeling go away ?	Bart Simpson
you grab a bucket and a brush and clean harder and faster than you ever have before .	Lisa Simpson
i am the champions / i am the champions / no time for losers / cause i am the champions / of the worlllld !	Homer Simpson
uh , oh .	Homer Simpson
hi , honey . uh , oh . how 's the marriage retreat going ?	Homer Simpson
please dad .	Bart Simpson
we came to this retreat because i thought our marriage was in trouble , but i never for a minute thought it was in this much trouble . homer , how can you expect me to believe ... .	Marge Simpson
marge , you do n't know what this fish means . this fish represents a better life for both of us . this fish makes me a champion and a hero .	Homer Simpson
to who ?	Marge Simpson
to those weirdos in the worm store .	Homer Simpson
all this fish represents is just how selfish you are .	Marge Simpson
well , if that 's the way you feel ... i 'll throw it back .	Homer Simpson
oh yeah , sure .	Marge Simpson
watch .	Homer Simpson
wow , i did it ! i gave up fame and breakfast for my marriage . i fought it for six hours . she says one word and i toss it back . and you 're telling me our marriage is in trouble ? come here , baby .	Homer Simpson
ohhh , homer .	Marge Simpson
we 're back !	Homer Simpson
how 's your marriage ?	Lisa Simpson
same as usual . perfectomundo .	Homer Simpson
oh my , the house looks wonderful . grampa , what 's your secret ?	Marge Simpson
way to go , grampa .	Lisa Simpson
i 'll never trust another old person .	Bart Simpson
hurry , mom ! if we do n't get to the convention soon , all the good comics will be gone .	Lisa Simpson
wow ! number nine ! that 's before fallout boy became his ward .	Bart Simpson
what do you care about good comics ? all you ever buy is casper the wimpy ghost .	Bart Simpson
i think it 's sad that you equate friendliness from wimpiness , and i hope it will keep you from ever achieving true popularity .	Lisa Simpson
well , you know what i think ? i think casper 's the ghost of richie rich .	Bart Simpson
hey , they do look alike !	Lisa Simpson
i wonder how richie died ?	Bart Simpson
perhaps he realized how hollow the pursuit of money is , and took his own life .	Lisa Simpson
kids , could you lighten up a little ?	Marge Simpson
now , radioactive man : he rules ! never punches a bad guy without saying something cool .	Bart Simpson
he 's no wittier than the next superhero .	Lisa Simpson
oh , yeah ? look . he knocks a guy into the sun and says , `` hot enough for ya ? ''	Bart Simpson
i stand corrected .	Lisa Simpson
we 're here !	Marge Simpson
too bad we did n't come dressed as popular cartoon characters .	Lisa Simpson
this looks like a discount for ...	Bart Simpson
bartman !	Bart Simpson
i 'm bartman !	Bart Simpson
lousy rip off ...	Bart Simpson
please dad .	Bart Simpson
hey , otto-man ! oooh , what 's that ?	Bart Simpson
cool !	Bart Simpson
the guy who played fallout boy on tv ?	Bart Simpson
wow , i guess he was n't killed in vietnam .	Bart Simpson
ooh . ooh . ooh . ooh . over here , fallout boy ! oh , oh , me ... me ... me ... me , me .	Bart Simpson
do you think the ghost of dirk richter haunts the bordello where his bullet-riddled body was found ?	Bart Simpson
wow . radioactive man number one .	Bart Simpson
i bet it 's worth a million bucks !	Bart Simpson
all i got is thirty .	Bart Simpson
but i must . until this moment , i never knew why god put me on this earth , but now i know ... to buy that comic book .	Bart Simpson
so , did you kids have fun ?	Marge Simpson
yeah , mom ! guess what ? for a dollar a man sold me thirty-five caspers and a dozen lois lanes .	Lisa Simpson
ohhh .	Marge Simpson
i never knew what superman saw in her . give me wonder woman ! and that golden lariat . she can tie me up any time .	Homer Simpson
homer !	Marge Simpson
i was just kidding , marge . hey , what does everyone say to dinner at krusty burger ? my treat !	Homer Simpson
all right , homer . whoa , you really are a sport , dad , taking us out to a fine restaurant like krusty burger !	Bart Simpson
all right , what are you getting at ?	Homer Simpson
i need a hundred dollars for a comic book .	Bart Simpson
a hundred bucks ? ! for a comic book ? who drew it , micha-ma-langelo ?	Homer Simpson
oh please , dad . i want this more than anything in the world .	Bart Simpson
well , t.s .	Homer Simpson
please dad .	Bart Simpson
no .	Homer Simpson
please dad .	Bart Simpson
no .	Homer Simpson
please dad .	Bart Simpson
no .	Homer Simpson
please dad .	Bart Simpson
no .	Homer Simpson
please dad .	Bart Simpson
no .	Homer Simpson
please dad .	Bart Simpson
no .	Homer Simpson
please dad .	Bart Simpson
no .	Homer Simpson
please dad .	Bart Simpson
no ! now , look , son , we all know that usually when you bug me like this , i give in , so i 'm not mad at you for trying . it shows you 've been paying attention . but we all know i 'm not gon na give you a hundred dollars . now are you gon na stop bugging me ?	Homer Simpson
no .	Bart Simpson
are you ?	Homer Simpson
no .	Bart Simpson
are you ?	Homer Simpson
no .	Bart Simpson
are you ?	Homer Simpson
no .	Bart Simpson
are you ?	Homer Simpson
no .	Bart Simpson
are you ?	Homer Simpson
no .	Bart Simpson
are you ?	Homer Simpson
no .	Bart Simpson
are you ?	Homer Simpson
no .	Bart Simpson
are you ?	Homer Simpson
no .	Bart Simpson
are you ?	Homer Simpson
no .	Bart Simpson
are you ?	Homer Simpson
okay .	Bart Simpson
hee hee , i win ! in your face ! yeah ! how do you like them apples ? woo hoo hoo !	Homer Simpson
do n't gloat , homer . you know , bart , when i was your age , the one thing i wanted more than anything in the world was a child-sized electric lightbulb oven . my parents would n't give me the money , so i went to my sisters , patty and selma ...	Marge Simpson
for months , i worked and worked , while my sisters smoked and smoked ...	Marge Simpson
but the big day finally came . and because i 'd worked for it , all those lightbulb-warmed treats always tasted extra-good .	Marge Simpson
so maybe a part-time job is the answer .	Marge Simpson
aw , mom , i could n't ask you to do that . you 're already taking care of maggie , and lisa is such a handful --	Bart Simpson
she means you should get a job , stupid .	Lisa Simpson
me ?	Bart Simpson
bart ! what are you staring at ?	Homer Simpson
uh ... nothing .	Bart Simpson
bart ! stop it !	Homer Simpson
sorry .	Bart Simpson
i need some money / a lot of money ... ahh	Bart Simpson
empty bottles ... empty bottles ...	Bart Simpson
hm ... well , it 's practically empty .	Bart Simpson
here you go , apu .	Bart Simpson
no , not today . i need the dime .	Bart Simpson
ah-ha !	Bart Simpson
americanize this , my good man .	Bart Simpson
all those coins were only worth three lousy cents ?	Bart Simpson
oh , this is so humiliating ... i feel like such a geek .	Bart Simpson
how 's it going , bart ?	Lisa Simpson
terrible . cars slow down to laugh at me , but no one 's buying .	Bart Simpson
maybe you need to play on their sympathies more . lets see ...	Lisa Simpson
ah ha , now you look pathetic .	Lisa Simpson
lemonade sucks . i need a new product . let 's see ... ... ah !	Bart Simpson
form a line , no crowding . cheap beer and a sympathetic ear ... step right up .	Bart Simpson
beat it .	Bart Simpson
ugh , my dog ate it .	Bart Simpson
say ... writing all those tickets must make you guys thirsty . how about a couple on the house ?	Bart Simpson
so long , officers . uh-oh .	Bart Simpson
hey , what 's all the --	Homer Simpson
my beer ... my beer ... my beautiful beer .	Homer Simpson
the poor boy is so desperate . he wants to earn money to buy a comic book .	Marge Simpson
i do n't think so .	Marge Simpson
mrs. glick ?	Bart Simpson
no , thanks . who 's that ?	Bart Simpson
no , thanks .	Bart Simpson
oh , yes , ma'am !	Bart Simpson
ugh , i think i 'd rather just get to work , ma'am .	Bart Simpson
all of 'em ?	Bart Simpson
ow ! . . .ow !	Bart Simpson
finished .	Bart Simpson
listen , lady , you do n't have to -- yaaauuuuggghhh !	Bart Simpson
hi , mom .	Bart Simpson
did you make any money ?	Marge Simpson
not yet , but at least i 'm in a lot of pain .	Bart Simpson
well , i think what you 're doing for mrs. glick is very nice . the poor old thing does n't have anybody .	Marge Simpson
there 's a reason .	Bart Simpson
i 'll sludge you , you old bat .	Bart Simpson
some old lady thing , nobody 's heard about for fifty years ?	Bart Simpson
great story , lady .	Bart Simpson
last night i dreamed i held you in my arms .	Bart Simpson
no ! no , not the iodine ! burn the germs off with a torch , amputate my arm , but not the -- yaaauuuggghhh !	Bart Simpson
two quarters ?	Bart Simpson
two quarters !	Bart Simpson
listen lady , i can leave without screaming , and i can leave without saying a bad word , but there 's no way that i am saying thank you .	Bart Simpson
moon pies , my butt ... somebody oughta moon pie her ...	Bart Simpson
what 's the problem , boy ?	Homer Simpson
i 've been bustin ' my hump all week for that withered old clam , and all i got was fifty cents .	Bart Simpson
hey , when i was your age , fifty cents was a lot of money .	Homer Simpson
really ?	Bart Simpson
nah .	Homer Simpson
dad , i 've done everything i could and i 've only got thirty-five bucks . ugh.. i am through with working . working is for chumps .	Bart Simpson
son , i 'm proud of you . i was twice your age before i figured that out .	Homer Simpson
can i have it for thirty-five ?	Bart Simpson
wait a minute , martin . if you , milhouse and i went in together , we could buy a copy of `` radioactive man no . 1 '' right now !	Bart Simpson
look , pal . we 've got a hundred bucks and we 'd like to buy `` radioactive man no . 1 '' . so why do n't you just waddle over there and get it .	Bart Simpson
wow ! breathe it in , boys !	Bart Simpson
uh-oh , looks like rain . we better get this baby home .	Bart Simpson
uh-oh .	Bart Simpson
now you know better .	Bart Simpson
listen , you guys are welcome to come over and read it any time you like .	Bart Simpson
your house ? that 's crazy talk !	Bart Simpson
perfect .	Bart Simpson
yeah . what about sunday ?	Bart Simpson
perfect .	Bart Simpson
yeah ! what about zero ?	Bart Simpson
uh , uh , uh , ah nice try , martin . it almost worked . but tonight , this comic book stays right here .	Bart Simpson
fine . we 're all going to stay here with the comic book . it 'll be like a sleep-over . yeah , a sleep-over . that 's what pals do , right ? real friendly-like .	Bart Simpson
nice try , mister .	Bart Simpson
what do you mean , the last one alive ?	Bart Simpson
yeah , sure you did .	Bart Simpson
i knew it . you 're both against me ! well , nobody makes a sap out of bartholemew j. simpson .	Bart Simpson
i thought you boys might like some milk and microwave s'mores .	Marge Simpson
sweet dreams , boys .	Bart Simpson
one more step and you 're a dead man .	Bart Simpson
yeah , right , so do i , but you do n't see me gettin ' up .	Bart Simpson
our dear friend martin was trying to steal the comic book .	Bart Simpson
hmp , impressive .	Bart Simpson
quiet , piggy , or we 'll stick an apple in your mouth . we ca n't take any chances . we 'll have to take turns watching him .	Bart Simpson
oh , so that 's your little game . let old bart get nice and drowsy , then , when his back is turned ... wham !	Bart Simpson
well , it is not going to happen , see ?	Bart Simpson
hey martin , tell him what we do with squealers .	Bart Simpson
the hell i ca n't !	Bart Simpson
homer , it 's really coming down . could you check on the boys ?	Marge Simpson
they 're fine .	Homer Simpson
milhouse , it 's not that far to the ground . and the rain has probably softened it up a bit .	Bart Simpson
shut up ! shut up !	Bart Simpson
boys , you better come in the house . you do n't want to get the sniffles .	Marge Simpson
aw , mom .	Bart Simpson
now come on ... you can play your little tie-up game inside . i 've got some cocoa on the stove . who wants imitation marshmallows ?	Marge Simpson
we worked so hard and now it 's all gone ... we ended up with nothing because the three of us ca n't share .	Bart Simpson
nothing . it just kind of ticks me off .	Bart Simpson
joke 's on them . if the core explodes , there wo n't be any power to light that sign .	Homer Simpson
how many hairs on my head ? without looking !	Homer Simpson
i ca n't believe you guys . there 's a human being out there with millions of dollars who needs our help . and you do n't wan na cash in ? that 's why you losers are stuck in this crummy , dead end job .	Homer Simpson
sorry , sir .	Homer Simpson
maggie , look . what 's that ?	Lisa Simpson
lee-mur . lee-mur .	Lisa Simpson
zee-boo . zee-boo .	Lisa Simpson
what are you doing , honey ?	Marge Simpson
i 'm trying to teach maggie that nature does n't end with the barnyard . i want her to have all the advantages that i did n't have .	Lisa Simpson
lisa , we did the best we could ... what 's a zebu ?	Marge Simpson
it 's like an ox , only it has a hump and a dewlap . hump and dew-lap . hump and dew-lap .	Lisa Simpson
marge ! marge ! what 's my blood type ?	Homer Simpson
a-positive .	Marge Simpson
aw , nuts ! extremely rare blood and i do n't have it .	Homer Simpson
you know his blood type , how romantic .	Lisa Simpson
a mother knows everything about her family .	Marge Simpson
oh , yeah ? what 's my shoe size ?	Lisa Simpson
four b .	Marge Simpson
how many teeth do i have ?	Bart Simpson
sixteen permanent , eight baby .	Marge Simpson
earmuffs .	Homer Simpson
xl .	Marge Simpson
ring .	Lisa Simpson
i do n't want you wearing rings , it looks cheap , but three .	Marge Simpson
allergies .	Bart Simpson
butterscotch and imitation butterscotch .	Marge Simpson
and ?	Bart Simpson
glow in the dark monster make-up .	Marge Simpson
oh , homie , you have lots of hair ... why did you want to know your blood type ?	Marge Simpson
aw , old man burns is gon na kick off if he does n't get some double-o-negative blood , but nobody at the plant has it .	Homer Simpson
bart does .	Marge Simpson
woo ! yes ! all right ! woo ! congratulations , boy ! you 've got a date with a needle !	Homer Simpson
hey , wait a minute . i do n't have to give blood . i have rights , you know .	Bart Simpson
yeah , you have the right to remain silent .	Homer Simpson
bart , you have to help someone in need . it 's the only decent thing to do .	Marge Simpson
bart , it 's not like i 'm asking you to give blood for free . that would be crazy ! you 're a little young to understand this , but when you save a rich man 's life , he showers you with riches . do n't you know the story of hercules and the lion ?	Homer Simpson
is it a bible story ?	Bart Simpson
yeah , probably . anyway , once upon a time there was a big mean lion who got a thorn in his paw . and all the village people tried to pull it out , but nobody was strong enough . so they got hercules , and hercules used his mighty strength , and bingo . anyway , the moral is , the lion was so happy , he gave hercules this big thing of riches .	Homer Simpson
how did a lion get rich ?	Bart Simpson
it was the olden days !	Homer Simpson
oh .	Bart Simpson
hey , let 's go ! emergency ! life-or-death here !	Homer Simpson
whoa , otto-man ! you work here ?	Bart Simpson
now let 's get the show on the road .	Homer Simpson
eh ... . the boy .	Homer Simpson
mr. burns ... he 's okay ! jackpot !	Homer Simpson
bill ... bill ... summons ... bill ... wait a minute . from c.m . burns ? is this it ? yes , this is it ! woo-hoo ! woo !	Homer Simpson
marge ! lisa ! maggie ! let 's do this out in the yard where the neighbors can see !	Homer Simpson
lisa , dim the lights ! no , turn on more lights ! but do something !	Homer Simpson
yes , dad .	Lisa Simpson
it 's a little thin , but that 's okay , could be a check .	Homer Simpson
the meaning of what ?	Marge Simpson
`` better half , '' marge . `` better half . ''	Homer Simpson
all right , there 's no check , just a card . but do n't panic . i 'm sure it tells us what we 're getting and where we can pick it up . `` dear bart ... thank you kindly for the blood . yours truly , montgomery burns . '' it 's just a card !	Homer Simpson
this is some way to show your gratitude . no gold . no diamonds . no rubies . not even a lousy card . wait a minute , there was a card . that 's what got me so mad in the first place .	Homer Simpson
homer , you do n't do things like that to be rewarded . you do them because a fellow human being needs a helping hand .	Marge Simpson
marge , you 're my wife and i love you very much . but you 're living in a world of make-believe . with flowers and bells and leprechauns , and magic frogs with funny little hats ...	Homer Simpson
yeah , mom . we got hosed !	Bart Simpson
bart !	Homer Simpson
we got exactly what we wanted out of this : we gave an old man a second chance .	Marge Simpson
i promised my boy one simple thing : lots of riches . and that man broke my promise . well , i 've had it ! bart , take a letter .	Homer Simpson
`` dear mr. burns . i 'm so glaaad you enjoyed my son 's blood . and your caard was just great . in case you ca n't tell , i 'm being sarcastic . you stink ! '' could you read that last part back to me ?	Homer Simpson
you stink .	Bart Simpson
good . `` you are a senile , buck-toothed old mummy with bony girl arms ... and you smell like ... ''	Homer Simpson
an elephant 's butt ?	Bart Simpson
an elephant 's butt .	Homer Simpson
